"TCI","pr","WMA"
0.578431904974175,0.013737654,0.00185390306703214
0.620607376342354,0.022478026,0.00378623570847724
0.61852443387889,0.007664937,0.00127805064548738
0.634919461401381,0.037157269,0.00720234005711973
0.600331961434294,0.005079751,0.000788977207516187
0.562591657400698,0.00220498,0.000409361206610421
0.570981926967677,0.009555034,0.00118116395814078
0.564420014908936,0.007366738,0.00115485145236432
0.590050670888159,0.010398741,0.00169304181888167
0.580148414192891,0.004600383,0.00126483151107095
0.59169425451495,0.025575203,0.00545719220702137
0.622200918968662,0.01522036,0.00273216214097504
0.62227744647069,0.009924789,0.00159556025339823
0.57893022442006,0.004072533,0.000675735698730153
0.563980341887414,0.006458721,0.000990750883024053
0.582771292518951,0.005374171,0.00079510388147485
0.556955632487341,0.014109883,0.00219783067503678
0.585948569738065,0.008807078,0.00123028895717912
0.582970164370007,0.008288056,0.00113707357668318
0.607623619889697,0.021219255,0.00320342268262591
0.58774467249702,0.002053947,0.000285581606294727
0.547716151699043,0.001899197,0.000324868444814846
0.543571729546141,0.001358057,0.000170111839335212
0.531107731092625,0.002668392,0.000581214472601589
0.585428189866557,0.005957741,0.00158965858032129
0.594207937792884,0.011925104,0.00196090680630212
0.605651627677909,0.011837278,0.0021506440709345
0.612799275585975,0.025735289,0.00505242961059724
0.634307719655656,0.020921145,0.00403208705663149
0.591016148935239,0.00675878,0.00115643086360901
0.581179321359703,0.007769183,0.000986786961688527
0.565757400568427,0.003383408,0.000412319927896273
0.560550265548027,0.004133909,0.000378767877659162
0.546965387296622,0.012903992,0.00298449533293024
0.589535899965886,0.009776295,0.00159392382400776
0.599462366222969,0.011008713,0.00209426844043524
0.605859989561781,0.009343591,0.00172608887743471
0.610519088138663,0.006639019,0.000976905975923208
0.593241698142194,0.017616229,0.00284287619870156
0.608483085412685,0.018819327,0.00298630512718643
0.621678014580568,0.008148196,0.00140723640215583
0.5724159850912,0.005582863,0.00108370984380599
0.560221479156797,0.00681788,0.000775078065843055
0.575875431930994,0.010811064,0.00154267837809
0.581288032899443,0.006486754,0.000893912498473323
0.577623290106181,0.007296563,0.000876312959839457
0.567078099965593,0.010225859,0.00201664041711151
0.583525532521149,0.012552248,0.00200927847597216
0.548592279709867,0.007456986,0.000940740825275757
0.593594363642611,0.012000288,0.00181853180485112
0.57241214928171,0.004577582,0.00061898787971586
0.546922409499342,0.00046,9.63277539215466e-05
0.537575839507461,0.001250555,0.000108652824513099
0.549154468268861,0.00241875,0.000412037465866888
0.548801003959881,0.004020252,0.000467911934278423
0.553862339876231,0.002477501,0.000221292312406669
0.566196167372972,0.003473356,0.000569688393443357
0.574272699926494,0.009704835,0.00113023167110181
0.616353051919973,0.015052738,0.00296069718564727
0.597622483449551,0.011669122,0.00213361232474978
0.609882624172259,0.008657293,0.00125642071444807
0.575653719967907,0.009190765,0.00181833559098387
0.569686809663242,0.006357669,0.00158492544682563
0.564072976404067,0.024786791,0.00472515202460012
0.566668159384783,0.007278271,0.00111112946178764
0.554484993339981,0.004445367,0.000720956799757135
0.556996220517984,0.005820004,0.00097753559114478
0.558574033065863,0.005303555,0.000765253427588115
0.566231262308752,0.005777384,0.000874779095257898
0.563258488840091,0.007619596,0.00140585663113078
0.579463267582827,0.012656083,0.00164696035208181
0.577042162903475,0.003548568,0.000746260628719548
0.579728490704285,0.010152836,0.00178826434629238
0.584720007768653,0.005787732,0.000951766983156891
0.590861741254953,0.019300224,0.00306552804873458
0.58329343478323,0.01214938,0.00191509997405644
0.578823249902372,0.007056528,0.00142509310223561
0.585431274561814,0.00669542,0.00108751175076967
0.59296617198822,0.011198332,0.0018336254737473
0.598980597177048,0.008145476,0.0016042709067863
0.610743339622162,0.009086753,0.00152717756323649
0.612148473731015,0.011481258,0.00212943765717292
0.600687709627461,0.014999714,0.00229354095312634
0.615400757780476,0.022350515,0.0035560614030276
0.653593035801502,0.029410951,0.00517513315592493
0.677337343096931,0.036736004,0.00656635776228671
0.590208895529238,0.004043408,0.000672458890975187
0.607899147572816,0.007453365,0.00145035944213825
0.584219153593777,0.008330618,0.00147399002037543
0.540216780856651,0.002833662,0.000285729227471165
0.554580528006061,0.002434693,0.000310579897112413
0.555225308055915,0.00677734,0.000692730314663744
0.553198969961536,0.001906246,0.000164276280390498
0.562884365853687,0.001614063,0.000242161234928062
0.545541775432022,0.003228959,0.000341701825007996
0.551660569070221,0.002227602,0.00030316013321031
0.585330520987473,0.010615996,0.00159548876108602
0.622815928908865,0.013941218,0.00258751320985279
0.590887006258956,0.009665058,0.00157668881916574
0.57954356190083,0.001740345,0.000262078397645382
